"Local Area (2011 LSOA)","Name","Overall rank(2019)","Quintile","Income(2019)","Quintile","Employment(2019)","Quintile","Health(2019)","Quintile","Education(2019)","Quintile","Access to Services(2019)","Quintile","Housing(2019)","Quintile","Community Safety(2019)","Quintile","Physical Environment(2019)","Quintile",
"W01000838","W01000838 - Penllergaer 2","419","21%-30% most deprived","272","11%-20% most deprived","380","11%-20% most deprived","316","11%-20% most deprived","488","21%-30% most deprived","516","21%-30% most deprived","1644","50% least deprived","1195","50% least deprived","1480","50% least deprived",
"W01000839","W01000839 - Pennard 1","1781","50% least deprived","1601","50% least deprived","1472","50% least deprived","1624","50% least deprived","1825","50% least deprived","1292","50% least deprived","1602","50% least deprived","1810","50% least deprived","1850","50% least deprived",
"W01000840","W01000840 - Pennard 2","1898","50% least deprived","1762","50% least deprived","1732","50% least deprived","1871","50% least deprived","1763","50% least deprived","1876","50% least deprived","1556","50% least deprived","1891","50% least deprived","1877","50% least deprived",
"W01000841","W01000841 - Penyrheol (Swansea) 1","842","31%-50% most deprived","671","31%-50% most deprived","695","31%-50% most deprived","581","31%-50% most deprived","792","31%-50% most deprived","1036","50% least deprived","1146","50% least deprived","1354","50% least deprived","1281","50% least deprived",
"W01000842","W01000842 - Penyrheol (Swansea) 2","1388","50% least deprived","1238","50% least deprived","1307","50% least deprived","952","31%-50% most deprived","990","50% least deprived","900","31%-50% most deprived","1287","50% least deprived","1543","50% least deprived","1641","50% least deprived",
"W01000843","W01000843 - Penyrheol (Swansea) 3","1405","50% least deprived","1074","50% least deprived","1157","50% least deprived","865","31%-50% most deprived","1197","50% least deprived","1597","50% least deprived","1466","50% least deprived","1257","50% least deprived","1679","50% least deprived",
"W01000844","W01000844 - Penyrheol (Swansea) 4","305","11%-20% most deprived","285","11%-20% most deprived","162","10% most deprived","206","11%-20% most deprived","487","21%-30% most deprived","683","31%-50% most deprived","929","31%-50% most deprived","1267","50% least deprived","1712","50% least deprived",
"W01000845","W01000845 - Pontardulais 1","1653","50% least deprived","1514","50% least deprived","1379","50% least deprived","1288","50% least deprived","1583","50% least deprived","1620","50% least deprived","1234","50% least deprived","1387","50% least deprived","1223","50% least deprived",
"W01000846","W01000846 - Pontardulais 2","820","31%-50% most deprived","739","31%-50% most deprived","675","31%-50% most deprived","782","31%-50% most deprived","966","50% least deprived","1806","50% least deprived","988","50% least deprived","911","31%-50% most deprived","83","10% most deprived",
"W01000847","W01000847 - Pontardulais 3","964","50% least deprived","965","50% least deprived","896","31%-50% most deprived","976","50% least deprived","1122","50% least deprived","703","31%-50% most deprived","927","31%-50% most deprived","1064","50% least deprived","174","10% most deprived",
"W01000848","W01000848 - Pontardulais 4","374","11%-20% most deprived","237","11%-20% most deprived","427","21%-30% most deprived","304","11%-20% most deprived","391","21%-30% most deprived","979","50% least deprived","708","31%-50% most deprived","1208","50% least deprived","609","31%-50% most deprived",
"W01000849","W01000849 - St. Thomas 1","269","11%-20% most deprived","284","11%-20% most deprived","418","21%-30% most deprived","154","10% most deprived","390","21%-30% most deprived","408","21%-30% most deprived","284","11%-20% most deprived","467","21%-30% most deprived","1261","50% least deprived",
"W01000850","W01000850 - St. Thomas 2","484","21%-30% most deprived","535","21%-30% most deprived","661","31%-50% most deprived","341","11%-20% most deprived","449","21%-30% most deprived","901","31%-50% most deprived","277","11%-20% most deprived","607","31%-50% most deprived","780","31%-50% most deprived",
"W01000851","W01000851 - St. Thomas 3","811","31%-50% most deprived","723","31%-50% most deprived","743","31%-50% most deprived","872","31%-50% most deprived","692","31%-50% most deprived","846","31%-50% most deprived","445","21%-30% most deprived","1001","50% least deprived","1415","50% least deprived",
"W01000852","W01000852 - St. Thomas 4","749","31%-50% most deprived","673","31%-50% most deprived","638","31%-50% most deprived","688","31%-50% most deprived","700","31%-50% most deprived","1302","50% least deprived","492","21%-30% most deprived","731","31%-50% most deprived","1293","50% least deprived",
"W01000853","W01000853 - Sketty 1","1751","50% least deprived","1562","50% least deprived","1572","50% least deprived","1608","50% least deprived","1789","50% least deprived","1871","50% least deprived","1210","50% least deprived","1495","50% least deprived","921","31%-50% most deprived",
"W01000854","W01000854 - Sketty 2","1838","50% least deprived","1746","50% least deprived","1590","50% least deprived","1735","50% least deprived","1673","50% least deprived","1622","50% least deprived","1865","50% least deprived","1245","50% least deprived","1458","50% least deprived",
"W01000855","W01000855 - Sketty 3","1788","50% least deprived","1620","50% least deprived","1465","50% least deprived","1642","50% least deprived","1803","50% least deprived","1829","50% least deprived","1669","50% least deprived","1435","50% least deprived","1180","50% least deprived",
"W01000856","W01000856 - Sketty 4","382","11%-20% most deprived","201","11%-20% most deprived","88","10% most deprived","541","21%-30% most deprived","1326","50% least deprived","885","31%-50% most deprived","1582","50% least deprived","1202","50% least deprived","1838","50% least deprived",
"W01000857","W01000857 - Sketty 5","905","31%-50% most deprived","602","31%-50% most deprived","603","31%-50% most deprived","733","31%-50% most deprived","1605","50% least deprived","1133","50% least deprived","932","31%-50% most deprived","1362","50% least deprived","793","31%-50% most deprived",
"W01000858","W01000858 - Sketty 6","1784","50% least deprived","1800","50% least deprived","1755","50% least deprived","1814","50% least deprived","1819","50% least deprived","1860","50% least deprived","484","21%-30% most deprived","1446","50% least deprived","1276","50% least deprived",
"W01000859","W01000859 - Sketty 7","1729","50% least deprived","1581","50% least deprived","1121","50% least deprived","1661","50% least deprived","1791","50% least deprived","1611","50% least deprived","1776","50% least deprived","1688","50% least deprived","1353","50% least deprived",
"W01000860","W01000860 - Sketty 8","1881","50% least deprived","1876","50% least deprived","1863","50% least deprived","1847","50% least deprived","1889","50% least deprived","1364","50% least deprived","1607","50% least deprived","1587","50% least deprived","1144","50% least deprived",
"W01000861","W01000861 - Sketty 9","1754","50% least deprived","1861","50% least deprived","1898","50% least deprived","1231","50% least deprived","1655","50% least deprived","1536","50% least deprived","928","31%-50% most deprived","1087","50% least deprived","1564","50% least deprived",
"W01000862","W01000862 - Townhill 1","18","10% most deprived","22","10% most deprived","56","10% most deprived","13","10% most deprived","11","10% most deprived","313","11%-20% most deprived","727","31%-50% most deprived","316","11%-20% most deprived","1416","50% least deprived",
"W01000863","W01000863 - Townhill 2","16","10% most deprived","27","10% most deprived","23","10% most deprived","9","10% most deprived","47","10% most deprived","287","11%-20% most deprived","605","31%-50% most deprived","443","21%-30% most deprived","1018","50% least deprived",
"W01000864","W01000864 - Townhill 3","32","10% most deprived","28","10% most deprived","67","10% most deprived","38","10% most deprived","21","10% most deprived","552","21%-30% most deprived","534","21%-30% most deprived","299","11%-20% most deprived","873","31%-50% most deprived",
"W01000865","W01000865 - Townhill 4","362","11%-20% most deprived","245","11%-20% most deprived","469","21%-30% most deprived","322","11%-20% most deprived","312","11%-20% most deprived","971","50% least deprived","491","21%-30% most deprived","356","11%-20% most deprived","1590","50% least deprived",
"W01000866","W01000866 - Townhill 5","41","10% most deprived","17","10% most deprived","54","10% most deprived","54","10% most deprived","78","10% most deprived","518","21%-30% most deprived","664","31%-50% most deprived","170","10% most deprived","1425","50% least deprived",
"W01000867","W01000867 - Townhill 6","58","10% most deprived","49","10% most deprived","52","10% most deprived","58","10% most deprived","68","10% most deprived","494","21%-30% most deprived","513","21%-30% most deprived","511","21%-30% most deprived","1479","50% least deprived",
"W01000868","W01000868 - Uplands 1","1783","50% least deprived","1774","50% least deprived","1767","50% least deprived","1487","50% least deprived","1415","50% least deprived","1769","50% least deprived","1451","50% least deprived","1063","50% least deprived","1549","50% least deprived",
"W01000869","W01000869 - Uplands 2","868","31%-50% most deprived","839","31%-50% most deprived","574","31%-50% most deprived","1065","50% least deprived","1562","50% least deprived","959","50% least deprived","330","11%-20% most deprived","286","11%-20% most deprived","1242","50% least deprived",
"W01000870","W01000870 - Uplands 3","1541","50% least deprived","1537","50% least deprived","1500","50% least deprived","1579","50% least deprived","1340","50% least deprived","1482","50% least deprived","249","11%-20% most deprived","1024","50% least deprived","1588","50% least deprived",
"W01000871","W01000871 - Uplands 4","774","31%-50% most deprived","854","31%-50% most deprived","1127","50% least deprived","1048","50% least deprived","1072","50% least deprived","707","31%-50% most deprived","32","10% most deprived","633","31%-50% most deprived","509","21%-30% most deprived",
"W01000872","W01000872 - Uplands 5","1790","50% least deprived","1652","50% least deprived","1753","50% least deprived","1831","50% least deprived","1839","50% least deprived","1742","50% least deprived","800","31%-50% most deprived","1467","50% least deprived","1012","50% least deprived",
"W01000873","W01000873 - Uplands 6","1298","50% least deprived","1533","50% least deprived","1622","50% least deprived","1295","50% least deprived","1748","50% least deprived","623","31%-50% most deprived","65","10% most deprived","789","31%-50% most deprived","1156","50% least deprived",
"W01000874","W01000874 - Uplands 7","1593","50% least deprived","1667","50% least deprived","1830","50% least deprived","1572","50% least deprived","1834","50% least deprived","1503","50% least deprived","91","10% most deprived","1203","50% least deprived","1346","50% least deprived",
"W01000875","W01000875 - Uplands 8","1072","50% least deprived","1441","50% least deprived","1450","50% least deprived","933","31%-50% most deprived","1429","50% least deprived","579","31%-50% most deprived","148","10% most deprived","777","31%-50% most deprived","284","11%-20% most deprived",
"W01000876","W01000876 - Uplands 9","1346","50% least deprived","1815","50% least deprived","1891","50% least deprived","1514","50% least deprived","1085","50% least deprived","686","31%-50% most deprived","14","10% most deprived","1686","50% least deprived","1589","50% least deprived",
"W01000877","W01000877 - Upper Loughor 1","1530","50% least deprived","1497","50% least deprived","1268","50% least deprived","1110","50% least deprived","1389","50% least deprived","1263","50% least deprived","1248","50% least deprived","1401","50% least deprived","898","31%-50% most deprived",
"W01000878","W01000878 - Upper Loughor 2","1330","50% least deprived","1154","50% least deprived","1107","50% least deprived","1170","50% least deprived","941","31%-50% most deprived","1118","50% least deprived","893","31%-50% most deprived","1297","50% least deprived","1782","50% least deprived",
"W01000879","W01000879 - West Cross 1","1893","50% least deprived","1807","50% least deprived","1803","50% least deprived","1689","50% least deprived","1873","50% least deprived","1862","50% least deprived","1561","50% least deprived","1650","50% least deprived","1533","50% least deprived",
"W01000880","W01000880 - West Cross 2","1750","50% least deprived","1592","50% least deprived","1458","50% least deprived","1727","50% least deprived","1728","50% least deprived","1869","50% least deprived","1692","50% least deprived","1787","50% least deprived","540","21%-30% most deprived",
"W01000881","W01000881 - West Cross 3","461","21%-30% most deprived","287","11%-20% most deprived","141","10% most deprived","598","31%-50% most deprived","1163","50% least deprived","1064","50% least deprived","1365","50% least deprived","862","31%-50% most deprived","1716","50% least deprived",
"W01000882","W01000882 - West Cross 4","591","31%-50% most deprived","392","21%-30% most deprived","363","11%-20% most deprived","797","31%-50% most deprived","649","31%-50% most deprived","888","31%-50% most deprived","995","50% least deprived","1106","50% least deprived","1783","50% least deprived",
"W01000883","W01000883 - Aberavon 1","1407","50% least deprived","1702","50% least deprived","1266","50% least deprived","1054","50% least deprived","748","31%-50% most deprived","1762","50% least deprived","1737","50% least deprived","895","31%-50% most deprived","283","11%-20% most deprived",
"W01000884","W01000884 - Aberavon 2","122","10% most deprived","180","10% most deprived","130","10% most deprived","215","11%-20% most deprived","136","10% most deprived","583","31%-50% most deprived","449","21%-30% most deprived","111","10% most deprived","133","10% most deprived",
"W01000885","W01000885 - Aberavon 3","129","10% most deprived","260","11%-20% most deprived","176","10% most deprived","109","10% most deprived","75","10% most deprived","509","21%-30% most deprived","1017","50% least deprived","169","10% most deprived","143","10% most deprived",
"W01000886","W01000886 - Aberavon 4","44","10% most deprived","69","10% most deprived","27","10% most deprived","87","10% most deprived","72","10% most deprived","626","31%-50% most deprived","371","11%-20% most deprived","231","11%-20% most deprived","214","11%-20% most deprived",
"W01000887","W01000887 - Aberdulais","735","31%-50% most deprived","727","31%-50% most deprived","718","31%-50% most deprived","700","31%-50% most deprived","760","31%-50% most deprived","329","11%-20% most deprived","1470","50% least deprived","1500","50% least deprived","495","21%-30% most deprived",
"W01000888","W01000888 - Allt-wen","1227","50% least deprived","1011","50% least deprived","1097","50% least deprived","990","50% least deprived","1053","50% least deprived","839","31%-50% most deprived","967","50% least deprived","1420","50% least deprived","1433","50% least deprived",
"W01000889","W01000889 - Baglan 1","1133","50% least deprived","1261","50% least deprived","649","31%-50% most deprived","1161","50% least deprived","1112","50% least deprived","1136","50% least deprived","1400","50% least deprived","1049","50% least deprived","386","21%-30% most deprived",
"W01000890","W01000890 - Baglan 2","1802","50% least deprived","1849","50% least deprived","1395","50% least deprived","1591","50% least deprived","1708","50% least deprived","1807","50% least deprived","1688","50% least deprived","1879","50% least deprived","861","31%-50% most deprived",
"W01000891","W01000891 - Baglan 3","783","31%-50% most deprived","688","31%-50% most deprived","641","31%-50% most deprived","703","31%-50% most deprived","632","31%-50% most deprived","964","50% least deprived","912","31%-50% most deprived","1109","50% least deprived","1402","50% least deprived",
"W01000892","W01000892 - Baglan 4","1456","50% least deprived","1222","50% least deprived","1131","50% least deprived","1150","50% least deprived","1268","50% least deprived","1593","50% least deprived","1500","50% least deprived","1272","50% least deprived","808","31%-50% most deprived",
"W01000893","W01000893 - Blaengwrach","559","21%-30% most deprived","596","31%-50% most deprived","547","21%-30% most deprived","644","31%-50% most deprived","411","21%-30% most deprived","1094","50% least deprived","565","21%-30% most deprived","1111","50% least deprived","229","11%-20% most deprived",
"W01000894","W01000894 - Briton Ferry East 1","708","31%-50% most deprived","873","31%-50% most deprived","559","21%-30% most deprived","747","31%-50% most deprived","755","31%-50% most deprived","596","31%-50% most deprived","600","31%-50% most deprived","1075","50% least deprived","445","21%-30% most deprived",
"W01000895","W01000895 - Briton Ferry East 2","233","11%-20% most deprived","270","11%-20% most deprived","97","10% most deprived","234","11%-20% most deprived","534","21%-30% most deprived","1441","50% least deprived","537","21%-30% most deprived","602","31%-50% most deprived","199","11%-20% most deprived",
"W01000896","W01000896 - Briton Ferry West 1","25","10% most deprived","42","10% most deprived","26","10% most deprived","66","10% most deprived","4","10% most deprived","340","11%-20% most deprived","385","21%-30% most deprived","821","31%-50% most deprived","1554","50% least deprived",
"W01000897","W01000897 - Briton Ferry West 2","263","11%-20% most deprived","456","21%-30% most deprived","339","11%-20% most deprived","366","11%-20% most deprived","141","10% most deprived","727","31%-50% most deprived","334","11%-20% most deprived","236","11%-20% most deprived","183","10% most deprived",
"W01000898","W01000898 - Bryn and Cwmavon 1","909","31%-50% most deprived","988","50% least deprived","826","31%-50% most deprived","694","31%-50% most deprived","669","31%-50% most deprived","525","21%-30% most deprived","974","50% least deprived","1215","50% least deprived","1609","50% least deprived",
"W01000899","W01000899 - Bryn and Cwmavon 2","1568","50% least deprived","1419","50% least deprived","1156","50% least deprived","1123","50% least deprived","1359","50% least deprived","1738","50% least deprived","1747","50% least deprived","1558","50% least deprived","1026","50% least deprived",
"W01000900","W01000900 - Bryn and Cwmavon 3","244","11%-20% most deprived","204","11%-20% most deprived","144","10% most deprived","172","10% most deprived","349","11%-20% most deprived","1020","50% least deprived","1110","50% least deprived","970","50% least deprived","1010","50% least deprived",
"W01000901","W01000901 - Bryn and Cwmavon 4","628","31%-50% most deprived","525","21%-30% most deprived","500","21%-30% most deprived","498","21%-30% most deprived","428","21%-30% most deprived","1285","50% least deprived","1201","50% least deprived","1238","50% least deprived","1367","50% least deprived",
"W01000902","W01000902 - Bryn-coch North 1","1350","50% least deprived","1380","50% least deprived","1024","50% least deprived","1294","50% least deprived","1298","50% least deprived","432","21%-30% most deprived","1663","50% least deprived","1892","50% least deprived","846","31%-50% most deprived",
"W01000903","W01000903 - Bryn-coch North 2","1766","50% least deprived","1831","50% least deprived","1320","50% least deprived","1595","50% least deprived","1782","50% least deprived","1294","50% least deprived","1683","50% least deprived","1890","50% least deprived","1429","50% least deprived",
"W01000904","W01000904 - Bryn-coch South 1","1853","50% least deprived","1793","50% least deprived","1546","50% least deprived","1807","50% least deprived","1646","50% least deprived","1600","50% least deprived","1878","50% least deprived","1815","50% least deprived","1300","50% least deprived",
"W01000905","W01000905 - Bryn-coch South 2","1336","50% least deprived","1016","50% least deprived","1002","50% least deprived","1154","50% least deprived","1066","50% least deprived","1331","50% least deprived","1815","50% least deprived","1691","50% least deprived","757","31%-50% most deprived",
"W01000906","W01000906 - Bryn-coch South 3","1475","50% least deprived","1245","50% least deprived","1177","50% least deprived","1327","50% least deprived","1401","50% least deprived","992","50% least deprived","1810","50% least deprived","1305","50% least deprived","802","31%-50% most deprived",
"W01000907","W01000907 - Bryn-coch South 4","446","21%-30% most deprived","394","21%-30% most deprived","266","11%-20% most deprived","407","21%-30% most deprived","478","21%-30% most deprived","663","31%-50% most deprived","1495","50% least deprived","1553","50% least deprived","1036","50% least deprived",
"W01000908","W01000908 - Cadoxton","1567","50% least deprived","1462","50% least deprived","1203","50% least deprived","1356","50% least deprived","1553","50% least deprived","973","50% least deprived","1432","50% least deprived","1847","50% least deprived","1025","50% least deprived",
"W01000909","W01000909 - Cimla 1","809","31%-50% most deprived","762","31%-50% most deprived","632","31%-50% most deprived","684","31%-50% most deprived","622","31%-50% most deprived","752","31%-50% most deprived","1211","50% least deprived","1371","50% least deprived","1390","50% least deprived",
"W01000910","W01000910 - Cimla 2","1549","50% least deprived","1553","50% least deprived","1316","50% least deprived","1020","50% least deprived","1335","50% least deprived","1257","50% least deprived","1680","50% least deprived","1532","50% least deprived","766","31%-50% most deprived",
"W01000911","W01000911 - Cimla 3","1630","50% least deprived","1678","50% least deprived","1329","50% least deprived","1257","50% least deprived","1410","50% least deprived","916","31%-50% most deprived","1657","50% least deprived","1872","50% least deprived","1475","50% least deprived",
"W01000912","W01000912 - Coedffranc Central 1","621","31%-50% most deprived","506","21%-30% most deprived","451","21%-30% most deprived","548","21%-30% most deprived","999","50% least deprived","1545","50% least deprived","372","11%-20% most deprived","1011","50% least deprived","653","31%-50% most deprived",
"W01000913","W01000913 - Coedffranc Central 2","692","31%-50% most deprived","788","31%-50% most deprived","561","21%-30% most deprived","765","31%-50% most deprived","644","31%-50% most deprived","1642","50% least deprived","232","11%-20% most deprived","513","21%-30% most deprived","763","31%-50% most deprived",
"W01000914","W01000914 - Coedffranc Central 3","212","11%-20% most deprived","202","11%-20% most deprived","325","11%-20% most deprived","232","11%-20% most deprived","87","10% most deprived","347","11%-20% most deprived","996","50% least deprived","1201","50% least deprived","848","31%-50% most deprived",
"W01000915","W01000915 - Coedffranc North 1","930","31%-50% most deprived","1086","50% least deprived","1027","50% least deprived","722","31%-50% most deprived","704","31%-50% most deprived","1283","50% least deprived","742","31%-50% most deprived","1522","50% least deprived","73","10% most deprived",
"W01000916","W01000916 - Coedffranc North 2","1099","50% least deprived","1233","50% least deprived","1063","50% least deprived","901","31%-50% most deprived","901","31%-50% most deprived","1245","50% least deprived","344","11%-20% most deprived","1573","50% least deprived","448","21%-30% most deprived",
"W01000917","W01000917 - Coedffranc West","1305","50% least deprived","1440","50% least deprived","1325","50% least deprived","1108","50% least deprived","1232","50% least deprived","276","11%-20% most deprived","1349","50% least deprived","1015","50% least deprived","1266","50% least deprived",
"W01000918","W01000918 - Crynant","1206","50% least deprived","1067","50% least deprived","818","31%-50% most deprived","948","31%-50% most deprived","905","31%-50% most deprived","1254","50% least deprived","1619","50% least deprived","1416","50% least deprived","1191","50% least deprived",
"W01000919","W01000919 - Cwmllynfell","807","31%-50% most deprived","991","50% least deprived","724","31%-50% most deprived","794","31%-50% most deprived","831","31%-50% most deprived","222","11%-20% most deprived","677","31%-50% most deprived","1549","50% least deprived","1387","50% least deprived",
"W01000920","W01000920 - Cymmer (Neath Port Talbot) 1","398","21%-30% most deprived","565","21%-30% most deprived","438","21%-30% most deprived","144","10% most deprived","337","11%-20% most deprived","586","31%-50% most deprived","500","21%-30% most deprived","1484","50% least deprived","1105","50% least deprived",
"W01000921","W01000921 - Cymmer (Neath Port Talbot) 2","38","10% most deprived","61","10% most deprived","19","10% most deprived","15","10% most deprived","53","10% most deprived","624","31%-50% most deprived","1464","50% least deprived","592","31%-50% most deprived","809","31%-50% most deprived",
"W01000922","W01000922 - Dyffryn 1","422","21%-30% most deprived","505","21%-30% most deprived","330","11%-20% most deprived","319","11%-20% most deprived","595","31%-50% most deprived","638","31%-50% most deprived","506","21%-30% most deprived","1283","50% least deprived","366","11%-20% most deprived",
"W01000923","W01000923 - Dyffryn 2","1182","50% least deprived","1484","50% least deprived","1080","50% least deprived","975","50% least deprived","980","50% least deprived","411","21%-30% most deprived","1220","50% least deprived","1498","50% least deprived","597","31%-50% most deprived",
"W01000924","W01000924 - Glyncorrwg","338","11%-20% most deprived","330","11%-20% most deprived","257","11%-20% most deprived","484","21%-30% most deprived","310","11%-20% most deprived","743","31%-50% most deprived","839","31%-50% most deprived","1254","50% least deprived","201","11%-20% most deprived",
"W01000925","W01000925 - Glynneath 1","331","11%-20% most deprived","398","21%-30% most deprived","396","21%-30% most deprived","340","11%-20% most deprived","244","11%-20% most deprived","489","21%-30% most deprived","1108","50% least deprived","1150","50% least deprived","106","10% most deprived",
"W01000926","W01000926 - Glynneath 2","978","50% least deprived","884","31%-50% most deprived","813","31%-50% most deprived","673","31%-50% most deprived","984","50% least deprived","1380","50% least deprived","1238","50% least deprived","1377","50% least deprived","309","11%-20% most deprived",
"W01000927","W01000927 - Godre'r graig","773","31%-50% most deprived","984","50% least deprived","787","31%-50% most deprived","529","21%-30% most deprived","811","31%-50% most deprived","407","21%-30% most deprived","671","31%-50% most deprived","1412","50% least deprived","762","31%-50% most deprived",
"W01000928","W01000928 - Gwaun-Cae-Gurwen 1","662","31%-50% most deprived","642","31%-50% most deprived","443","21%-30% most deprived","585","31%-50% most deprived","439","21%-30% most deprived","1784","50% least deprived","871","31%-50% most deprived","1440","50% least deprived","839","31%-50% most deprived",
"W01000929","W01000929 - Gwaun-Cae-Gurwen 2","411","21%-30% most deprived","331","11%-20% most deprived","329","11%-20% most deprived","395","21%-30% most deprived","586","31%-50% most deprived","348","11%-20% most deprived","994","50% least deprived","1482","50% least deprived","664","31%-50% most deprived",
"W01000930","W01000930 - Gwynfi","210","11%-20% most deprived","256","11%-20% most deprived","314","11%-20% most deprived","112","10% most deprived","96","10% most deprived","963","50% least deprived","401","21%-30% most deprived","1299","50% least deprived","824","31%-50% most deprived",
"W01000931","W01000931 - Lower Brynamman","617","31%-50% most deprived","575","31%-50% most deprived","416","21%-30% most deprived","532","21%-30% most deprived","742","31%-50% most deprived","1426","50% least deprived","331","11%-20% most deprived","1278","50% least deprived","1258","50% least deprived",
"W01000932","W01000932 - Margam 1","500","21%-30% most deprived","512","21%-30% most deprived","520","21%-30% most deprived","858","31%-50% most deprived","456","21%-30% most deprived","724","31%-50% most deprived","1188","50% least deprived","45","10% most deprived","550","21%-30% most deprived",
"W01000933","W01000933 - Margam 2","1487","50% least deprived","1434","50% least deprived","1543","50% least deprived","1592","50% least deprived","1503","50% least deprived","548","21%-30% most deprived","1879","50% least deprived","813","31%-50% most deprived","357","11%-20% most deprived",
"W01000934","W01000934 - Neath East 1","82","10% most deprived","154","10% most deprived","65","10% most deprived","132","10% most deprived","100","10% most deprived","616","31%-50% most deprived","568","21%-30% most deprived","213","11%-20% most deprived","81","10% most deprived",
"W01000935","W01000935 - Neath East 2","109","10% most deprived","175","10% most deprived","29","10% most deprived","221","11%-20% most deprived","251","11%-20% most deprived","988","50% least deprived","260","11%-20% most deprived","313","11%-20% most deprived","341","11%-20% most deprived",
"W01000936","W01000936 - Neath East 3","221","11%-20% most deprived","177","10% most deprived","197","11%-20% most deprived","516","21%-30% most deprived","160","10% most deprived","499","21%-30% most deprived","833","31%-50% most deprived","818","31%-50% most deprived","379","11%-20% most deprived",
"W01000937","W01000937 - Neath East 4","278","11%-20% most deprived","424","21%-30% most deprived","205","11%-20% most deprived","354","11%-20% most deprived","291","11%-20% most deprived","809","31%-50% most deprived","805","31%-50% most deprived","814","31%-50% most deprived","35","10% most deprived",
"W01000938","W01000938 - Neath North 1","1416","50% least deprived","1196","50% least deprived","942","31%-50% most deprived","1126","50% least deprived","1387","50% least deprived","1606","50% least deprived","1297","50% least deprived","1222","50% least deprived","1165","50% least deprived",
"W01000939","W01000939 - Neath North 2","49","10% most deprived","80","10% most deprived","7","10% most deprived","103","10% most deprived","191","10% most deprived","1042","50% least deprived","528","21%-30% most deprived","14","10% most deprived","290","11%-20% most deprived",
"W01000940","W01000940 - Neath North 3","261","11%-20% most deprived","182","10% most deprived","199","11%-20% most deprived","337","11%-20% most deprived","332","11%-20% most deprived","547","21%-30% most deprived","872","31%-50% most deprived","888","31%-50% most deprived","1246","50% least deprived",
"W01000941","W01000941 - Neath South 1","328","11%-20% most deprived","269","11%-20% most deprived","198","11%-20% most deprived","744","31%-50% most deprived","235","11%-20% most deprived","757","31%-50% most deprived","986","50% least deprived","516","21%-30% most deprived","1250","50% least deprived",
"W01000942","W01000942 - Neath South 2","199","11%-20% most deprived","227","11%-20% most deprived","127","10% most deprived","289","11%-20% most deprived","149","10% most deprived","350","11%-20% most deprived","1121","50% least deprived","962","50% least deprived","1359","50% least deprived",
"W01000943","W01000943 - Neath South 3","1711","50% least deprived","1656","50% least deprived","1281","50% least deprived","1666","50% least deprived","1527","50% least deprived","1512","50% least deprived","1589","50% least deprived","1079","50% least deprived","1529","50% least deprived",
"W01000944","W01000944 - Onllwyn","508","21%-30% most deprived","586","31%-50% most deprived","447","21%-30% most deprived","398","21%-30% most deprived","574","31%-50% most deprived","648","31%-50% most deprived","430","21%-30% most deprived","1276","50% least deprived","966","50% least deprived",
"W01000945","W01000945 - Pelenna","593","31%-50% most deprived","637","31%-50% most deprived","517","21%-30% most deprived","489","21%-30% most deprived","653","31%-50% most deprived","214","11%-20% most deprived","1272","50% least deprived","1621","50% least deprived","1659","50% least deprived",
"W01000946","W01000946 - Pontardawe 1","744","31%-50% most deprived","706","31%-50% most deprived","582","31%-50% most deprived","719","31%-50% most deprived","870","31%-50% most deprived","617","31%-50% most deprived","1203","50% least deprived","562","21%-30% most deprived","1082","50% least deprived",
"W01000947","W01000947 - Pontardawe 2","589","31%-50% most deprived","475","21%-30% most deprived","494","21%-30% most deprived","594","31%-50% most deprived","504","21%-30% most deprived","776","31%-50% most deprived","680","31%-50% most deprived","1512","50% least deprived","1566","50% least deprived",
"W01000948","W01000948 - Pontardawe 3","761","31%-50% most deprived","800","31%-50% most deprived","605","31%-50% most deprived","648","31%-50% most deprived","747","31%-50% most deprived","1462","50% least deprived","1529","50% least deprived","161","10% most deprived","650","31%-50% most deprived",
"W01000949","W01000949 - Port Talbot 1","979","50% least deprived","1055","50% least deprived","920","31%-50% most deprived","1083","50% least deprived","679","31%-50% most deprived","565","21%-30% most deprived","1010","50% least deprived","807","31%-50% most deprived","788","31%-50% most deprived",
"W01000950","W01000950 - Port Talbot 2","609","31%-50% most deprived","776","31%-50% most deprived","583","31%-50% most deprived","822","31%-50% most deprived","431","21%-30% most deprived","940","31%-50% most deprived","376","11%-20% most deprived","676","31%-50% most deprived","291","11%-20% most deprived",
"W01000951","W01000951 - Port Talbot 3","281","11%-20% most deprived","387","21%-30% most deprived","246","11%-20% most deprived","258","11%-20% most deprived","631","31%-50% most deprived","1071","50% least deprived","184","10% most deprived","208","11%-20% most deprived","196","11%-20% most deprived",
"W01000952","W01000952 - Port Talbot 4","607","31%-50% most deprived","865","31%-50% most deprived","803","31%-50% most deprived","667","31%-50% most deprived","636","31%-50% most deprived","1223","50% least deprived","170","10% most deprived","506","21%-30% most deprived","44","10% most deprived",
"W01000953","W01000953 - Resolven 1","571","21%-30% most deprived","573","21%-30% most deprived","466","21%-30% most deprived","387","21%-30% most deprived","805","31%-50% most deprived","589","31%-50% most deprived","854","31%-50% most deprived","1503","50% least deprived","717","31%-50% most deprived",
